region,nok_per_kwh,eur_per_kwh,exr,time_start,time_end
NO3,0.45391,0.04554,9.9672,2022-01-05 21:00:00,2022-01-05 22:00:00
NO3,0.43068,0.04321,9.9672,2022-01-05 22:00:00,2022-01-05 23:00:00
NO3,0.42799,0.04294,9.9672,2022-01-05 23:00:00,2022-01-06 00:00:00
NO3,0.52262,0.05208,10.035,2022-01-06 00:00:00,2022-01-06 01:00:00
NO3,0.51951,0.05177,10.035,2022-01-06 01:00:00,2022-01-06 02:00:00
NO3,0.52493,0.05231,10.035,2022-01-06 02:00:00,2022-01-06 03:00:00
NO3,0.51961,0.05178,10.035,2022-01-06 03:00:00,2022-01-06 04:00:00
NO3,0.52423,0.05224,10.035,2022-01-06 04:00:00,2022-01-06 05:00:00
NO3,0.53808,0.05362,10.035,2022-01-06 05:00:00,2022-01-06 06:00:00
NO3,0.50105,0.04993,10.035,2022-01-06 06:00:00,2022-01-06 07:00:00
NO3,0.52463,0.05228,10.035,2022-01-06 07:00:00,2022-01-06 08:00:00
NO3,0.54279,0.05409,10.035,2022-01-06 08:00:00,2022-01-06 09:00:00
NO3,0.53236,0.05305,10.035,2022-01-06 09:00:00,2022-01-06 10:00:00
NO3,0.53456,0.05327,10.035,2022-01-06 10:00:00,2022-01-06 11:00:00
NO3,0.53236,0.05305,10.035,2022-01-06 11:00:00,2022-01-06 12:00:00
NO3,0.53928,0.05374,10.035,2022-01-06 12:00:00,2022-01-06 13:00:00
NO3,0.53035,0.05285,10.035,2022-01-06 13:00:00,2022-01-06 14:00:00
NO3,0.54641,0.05445,10.035,2022-01-06 14:00:00,2022-01-06 15:00:00
NO3,0.55092,0.0549,10.035,2022-01-06 15:00:00,2022-01-06 16:00:00
NO3,0.54721,0.05453,10.035,2022-01-06 16:00:00,2022-01-06 17:00:00
NO3,0.53948,0.05376,10.035,2022-01-06 17:00:00,2022-01-06 18:00:00
NO3,0.53196,0.05301,10.035,2022-01-06 18:00:00,2022-01-06 19:00:00
NO3,0.52744,0.05256,10.035,2022-01-06 19:00:00,2022-01-06 20:00:00
NO3,0.52052,0.05187,10.035,2022-01-06 20:00:00,2022-01-06 21:00:00
NO3,0.51911,0.05173,10.035,2022-01-06 21:00:00,2022-01-06 22:00:00
NO3,0.52262,0.05208,10.035,2022-01-06 22:00:00,2022-01-06 23:00:00
NO3,0.51449,0.05127,10.035,2022-01-06 23:00:00,2022-01-07 00:00:00
NO3,0.47928,0.04779,10.0288,2022-01-07 00:00:00,2022-01-07 01:00:00
NO3,0.47928,0.04779,10.0288,2022-01-07 01:00:00,2022-01-07 02:00:00
NO3,0.44107,0.04398,10.0288,2022-01-07 02:00:00,2022-01-07 03:00:00
NO3,0.42021,0.0419,10.0288,2022-01-07 03:00:00,2022-01-07 04:00:00
NO3,0.40145,0.04003,10.0288,2022-01-07 04:00:00,2022-01-07 05:00:00
NO3,0.40336,0.04022,10.0288,2022-01-07 05:00:00,2022-01-07 06:00:00
NO3,0.40095,0.03998,10.0288,2022-01-07 06:00:00,2022-01-07 07:00:00
NO3,0.50736,0.05059,10.0288,2022-01-07 07:00:00,2022-01-07 08:00:00
NO3,0.5221,0.05206,10.0288,2022-01-07 08:00:00,2022-01-07 09:00:00
NO3,0.53273,0.05312,10.0288,2022-01-07 09:00:00,2022-01-07 10:00:00
NO3,0.11129,0.0111,10.026,2022-01-30 05:00:00,2022-01-30 06:00:00
NO3,0.53203,0.05305,10.0288,2022-01-07 10:00:00,2022-01-07 11:00:00
NO3,0.53614,0.05346,10.0288,2022-01-07 11:00:00,2022-01-07 12:00:00
NO3,0.54085,0.05393,10.0288,2022-01-07 12:00:00,2022-01-07 13:00:00
NO3,0.54567,0.05441,10.0288,2022-01-07 13:00:00,2022-01-07 14:00:00
NO3,0.55038,0.05488,10.0288,2022-01-07 14:00:00,2022-01-07 15:00:00
NO3,0.56562,0.0564,10.0288,2022-01-07 15:00:00,2022-01-07 16:00:00
NO3,0.56964,0.0568,10.0288,2022-01-07 16:00:00,2022-01-07 17:00:00
NO3,0.57084,0.05692,10.0288,2022-01-07 17:00:00,2022-01-07 18:00:00
NO3,0.55901,0.05574,10.0288,2022-01-07 18:00:00,2022-01-07 19:00:00
NO3,0.55128,0.05497,10.0288,2022-01-07 19:00:00,2022-01-07 20:00:00
NO3,0.50234,0.05009,10.0288,2022-01-07 20:00:00,2022-01-07 21:00:00
NO3,0.47797,0.04766,10.0288,2022-01-07 21:00:00,2022-01-07 22:00:00
NO3,0.49282,0.04914,10.0288,2022-01-07 22:00:00,2022-01-07 23:00:00
NO3,0.4544,0.04531,10.0288,2022-01-07 23:00:00,2022-01-08 00:00:00
NO3,0.384,0.03829,10.0288,2022-01-08 00:00:00,2022-01-08 01:00:00
NO3,0.37468,0.03736,10.0288,2022-01-08 01:00:00,2022-01-08 02:00:00
NO3,0.36154,0.03605,10.0288,2022-01-08 02:00:00,2022-01-08 03:00:00
NO3,0.36084,0.03598,10.0288,2022-01-08 03:00:00,2022-01-08 04:00:00
NO3,0.37337,0.03723,10.0288,2022-01-08 04:00:00,2022-01-08 05:00:00
NO3,0.38761,0.03865,10.0288,2022-01-08 05:00:00,2022-01-08 06:00:00
NO3,0.38982,0.03887,10.0288,2022-01-08 06:00:00,2022-01-08 07:00:00
NO3,0.39664,0.03955,10.0288,2022-01-08 07:00:00,2022-01-08 08:00:00
NO3,0.41188,0.04107,10.0288,2022-01-08 08:00:00,2022-01-08 09:00:00
NO3,0.44929,0.0448,10.0288,2022-01-08 09:00:00,2022-01-08 10:00:00
NO3,0.49081,0.04894,10.0288,2022-01-08 10:00:00,2022-01-08 11:00:00
NO3,0.49522,0.04938,10.0288,2022-01-08 11:00:00,2022-01-08 12:00:00
NO3,0.49522,0.04938,10.0288,2022-01-08 12:00:00,2022-01-08 13:00:00
NO3,0.49743,0.0496,10.0288,2022-01-08 13:00:00,2022-01-08 14:00:00
NO3,0.49923,0.04978,10.0288,2022-01-08 14:00:00,2022-01-08 15:00:00
NO3,0.50134,0.04999,10.0288,2022-01-08 15:00:00,2022-01-08 16:00:00
NO3,0.50605,0.05046,10.0288,2022-01-08 16:00:00,2022-01-08 17:00:00
NO3,0.51047,0.0509,10.0288,2022-01-08 17:00:00,2022-01-08 18:00:00
NO3,0.50926,0.05078,10.0288,2022-01-08 18:00:00,2022-01-08 19:00:00
NO3,0.50746,0.0506,10.0288,2022-01-08 19:00:00,2022-01-08 20:00:00
NO3,0.50214,0.05007,10.0288,2022-01-08 20:00:00,2022-01-08 21:00:00
NO3,0.50074,0.04993,10.0288,2022-01-08 21:00:00,2022-01-08 22:00:00
NO3,0.51247,0.0511,10.0288,2022-01-08 22:00:00,2022-01-08 23:00:00
NO3,0.50054,0.04991,10.0288,2022-01-08 23:00:00,2022-01-09 00:00:00
NO3,0.4163,0.04151,10.0288,2022-01-09 00:00:00,2022-01-09 01:00:00
NO3,0.39915,0.0398,10.0288,2022-01-09 01:00:00,2022-01-09 02:00:00
NO3,0.38922,0.03881,10.0288,2022-01-09 02:00:00,2022-01-09 03:00:00
NO3,0.37718,0.03761,10.0288,2022-01-09 03:00:00,2022-01-09 04:00:00
NO3,0.37337,0.03723,10.0288,2022-01-09 04:00:00,2022-01-09 05:00:00
NO3,0.37137,0.03703,10.0288,2022-01-09 05:00:00,2022-01-09 06:00:00
NO3,0.35091,0.03499,10.0288,2022-01-09 06:00:00,2022-01-09 07:00:00
NO3,0.36976,0.03687,10.0288,2022-01-09 07:00:00,2022-01-09 08:00:00
NO3,0.3838,0.03827,10.0288,2022-01-09 08:00:00,2022-01-09 09:00:00
NO3,0.39925,0.03981,10.0288,2022-01-09 09:00:00,2022-01-09 10:00:00
NO3,0.41038,0.04092,10.0288,2022-01-09 10:00:00,2022-01-09 11:00:00
NO3,0.42803,0.04268,10.0288,2022-01-09 11:00:00,2022-01-09 12:00:00
NO3,0.43585,0.04346,10.0288,2022-01-09 12:00:00,2022-01-09 13:00:00
NO3,0.44087,0.04396,10.0288,2022-01-09 13:00:00,2022-01-09 14:00:00
NO3,0.4515,0.04502,10.0288,2022-01-09 14:00:00,2022-01-09 15:00:00
NO3,0.47567,0.04743,10.0288,2022-01-09 15:00:00,2022-01-09 16:00:00
NO3,0.47928,0.04779,10.0288,2022-01-09 16:00:00,2022-01-09 17:00:00
NO3,0.48048,0.04791,10.0288,2022-01-09 17:00:00,2022-01-09 18:00:00
NO3,0.47938,0.0478,10.0288,2022-01-09 18:00:00,2022-01-09 19:00:00
NO3,0.48048,0.04791,10.0288,2022-01-09 19:00:00,2022-01-09 20:00:00
NO3,0.47607,0.04747,10.0288,2022-01-09 20:00:00,2022-01-09 21:00:00
NO3,0.46303,0.04617,10.0288,2022-01-09 21:00:00,2022-01-09 22:00:00
NO3,0.47817,0.04768,10.0288,2022-01-09 22:00:00,2022-01-09 23:00:00
NO3,0.4517,0.04504,10.0288,2022-01-09 23:00:00,2022-01-10 00:00:00
NO3,0.41505,0.0414,10.0253,2022-01-10 00:00:00,2022-01-10 01:00:00
NO3,0.40031,0.03993,10.0253,2022-01-10 01:00:00,2022-01-10 02:00:00
NO3,0.40031,0.03993,10.0253,2022-01-10 02:00:00,2022-01-10 03:00:00
NO3,0.41274,0.04117,10.0253,2022-01-10 03:00:00,2022-01-10 04:00:00
NO3,0.44212,0.0441,10.0253,2022-01-10 04:00:00,2022-01-10 05:00:00
NO3,0.48001,0.04788,10.0253,2022-01-10 05:00:00,2022-01-10 06:00:00
NO3,0.54437,0.0543,10.0253,2022-01-10 06:00:00,2022-01-10 07:00:00
NO3,0.57325,0.05718,10.0253,2022-01-10 07:00:00,2022-01-10 08:00:00
NO3,0.61245,0.06109,10.0253,2022-01-10 08:00:00,2022-01-10 09:00:00
NO3,0.56172,0.05603,10.0253,2022-01-10 09:00:00,2022-01-10 10:00:00
NO3,0.54137,0.054,10.0253,2022-01-10 10:00:00,2022-01-10 11:00:00
NO3,0.53425,0.05329,10.0253,2022-01-10 11:00:00,2022-01-10 12:00:00
NO3,0.52523,0.05239,10.0253,2022-01-10 12:00:00,2022-01-10 13:00:00
NO3,0.51229,0.0511,10.0253,2022-01-10 13:00:00,2022-01-10 14:00:00
NO3,0.50728,0.0506,10.0253,2022-01-10 14:00:00,2022-01-10 15:00:00
NO3,0.50227,0.0501,10.0253,2022-01-10 15:00:00,2022-01-10 16:00:00
NO3,0.48903,0.04878,10.0253,2022-01-10 16:00:00,2022-01-10 17:00:00
NO3,0.4749,0.04737,10.0253,2022-01-10 17:00:00,2022-01-10 18:00:00
NO3,0.46167,0.04605,10.0253,2022-01-10 18:00:00,2022-01-10 19:00:00
NO3,0.45054,0.04494,10.0253,2022-01-10 19:00:00,2022-01-10 20:00:00
NO3,0.43791,0.04368,10.0253,2022-01-10 20:00:00,2022-01-10 21:00:00
NO3,0.42217,0.04211,10.0253,2022-01-10 21:00:00,2022-01-10 22:00:00
NO3,0.41354,0.04125,10.0253,2022-01-10 22:00:00,2022-01-10 23:00:00
NO3,0.39911,0.03981,10.0253,2022-01-10 23:00:00,2022-01-11 00:00:00
NO3,0.35088,0.03503,10.0165,2022-01-11 00:00:00,2022-01-11 01:00:00
NO3,0.31822,0.03177,10.0165,2022-01-11 01:00:00,2022-01-11 02:00:00
NO3,0.27135,0.02709,10.0165,2022-01-11 02:00:00,2022-01-11 03:00:00
NO3,0.24601,0.02456,10.0165,2022-01-11 03:00:00,2022-01-11 04:00:00
NO3,0.2458,0.02454,10.0165,2022-01-11 04:00:00,2022-01-11 05:00:00
NO3,0.25292,0.02525,10.0165,2022-01-11 05:00:00,2022-01-11 06:00:00
NO3,0.27986,0.02794,10.0165,2022-01-11 06:00:00,2022-01-11 07:00:00
NO3,0.3641,0.03635,10.0165,2022-01-11 07:00:00,2022-01-11 08:00:00
NO3,0.3616,0.0361,10.0165,2022-01-11 08:00:00,2022-01-11 09:00:00
NO3,0.35819,0.03576,10.0165,2022-01-11 09:00:00,2022-01-11 10:00:00
NO3,0.35148,0.03509,10.0165,2022-01-11 10:00:00,2022-01-11 11:00:00
NO3,0.34958,0.0349,10.0165,2022-01-11 11:00:00,2022-01-11 12:00:00
NO3,0.35879,0.03582,10.0165,2022-01-11 12:00:00,2022-01-11 13:00:00
NO3,0.35929,0.03587,10.0165,2022-01-11 13:00:00,2022-01-11 14:00:00
NO3,0.35168,0.03511,10.0165,2022-01-11 14:00:00,2022-01-11 15:00:00
NO3,0.31913,0.03186,10.0165,2022-01-11 15:00:00,2022-01-11 16:00:00
NO3,0.31472,0.03142,10.0165,2022-01-11 16:00:00,2022-01-11 17:00:00
NO3,0.29669,0.02962,10.0165,2022-01-11 17:00:00,2022-01-11 18:00:00
NO3,0.27575,0.02753,10.0165,2022-01-11 18:00:00,2022-01-11 19:00:00
NO3,0.27575,0.02753,10.0165,2022-01-11 19:00:00,2022-01-11 20:00:00
NO3,0.27055,0.02701,10.0165,2022-01-11 20:00:00,2022-01-11 21:00:00
NO3,0.25121,0.02508,10.0165,2022-01-11 21:00:00,2022-01-11 22:00:00
NO3,0.25071,0.02503,10.0165,2022-01-11 22:00:00,2022-01-11 23:00:00
NO3,0.23699,0.02366,10.0165,2022-01-11 23:00:00,2022-01-12 00:00:00
NO3,0.19894,0.02004,9.927,2022-01-12 00:00:00,2022-01-12 01:00:00
NO3,0.19556,0.0197,9.927,2022-01-12 01:00:00,2022-01-12 02:00:00
NO3,0.19378,0.01952,9.927,2022-01-12 02:00:00,2022-01-12 03:00:00
NO3,0.19338,0.01948,9.927,2022-01-12 03:00:00,2022-01-12 04:00:00
NO3,0.19358,0.0195,9.927,2022-01-12 04:00:00,2022-01-12 05:00:00
NO3,0.19497,0.01964,9.927,2022-01-12 05:00:00,2022-01-12 06:00:00
NO3,0.20281,0.02043,9.927,2022-01-12 06:00:00,2022-01-12 07:00:00
NO3,0.20757,0.02091,9.927,2022-01-12 07:00:00,2022-01-12 08:00:00
NO3,0.20738,0.02089,9.927,2022-01-12 08:00:00,2022-01-12 09:00:00
NO3,0.20698,0.02085,9.927,2022-01-12 09:00:00,2022-01-12 10:00:00
NO3,0.20658,0.02081,9.927,2022-01-12 10:00:00,2022-01-12 11:00:00
NO3,0.20628,0.02078,9.927,2022-01-12 11:00:00,2022-01-12 12:00:00
NO3,0.20757,0.02091,9.927,2022-01-12 12:00:00,2022-01-12 13:00:00
NO3,0.21085,0.02124,9.927,2022-01-12 13:00:00,2022-01-12 14:00:00
NO3,0.20847,0.021,9.927,2022-01-12 14:00:00,2022-01-12 15:00:00
NO3,0.21105,0.02126,9.927,2022-01-12 15:00:00,2022-01-12 16:00:00
NO3,0.21204,0.02136,9.927,2022-01-12 16:00:00,2022-01-12 17:00:00
NO3,0.20658,0.02081,9.927,2022-01-12 17:00:00,2022-01-12 18:00:00
NO3,0.20559,0.02071,9.927,2022-01-12 18:00:00,2022-01-12 19:00:00
NO3,0.20777,0.02093,9.927,2022-01-12 19:00:00,2022-01-12 20:00:00
NO3,0.20857,0.02101,9.927,2022-01-12 20:00:00,2022-01-12 21:00:00
NO3,0.19993,0.02014,9.927,2022-01-12 21:00:00,2022-01-12 22:00:00
NO3,0.17988,0.01812,9.927,2022-01-12 22:00:00,2022-01-12 23:00:00
NO3,0.13521,0.01362,9.927,2022-01-12 23:00:00,2022-01-13 00:00:00
NO3,0.13003,0.01309,9.9333,2022-01-13 00:00:00,2022-01-13 01:00:00
NO3,0.11324,0.0114,9.9333,2022-01-13 01:00:00,2022-01-13 02:00:00
NO3,0.10499,0.01057,9.9333,2022-01-13 02:00:00,2022-01-13 03:00:00
NO3,0.104,0.01047,9.9333,2022-01-13 03:00:00,2022-01-13 04:00:00
NO3,0.10788,0.01086,9.9333,2022-01-13 04:00:00,2022-01-13 05:00:00
NO3,0.13142,0.01323,9.9333,2022-01-13 05:00:00,2022-01-13 06:00:00
NO3,0.15228,0.01533,9.9333,2022-01-13 06:00:00,2022-01-13 07:00:00
NO3,0.2087,0.02101,9.9333,2022-01-13 07:00:00,2022-01-13 08:00:00
NO3,0.25062,0.02523,9.9333,2022-01-13 08:00:00,2022-01-13 09:00:00
NO3,0.25449,0.02562,9.9333,2022-01-13 09:00:00,2022-01-13 10:00:00
NO3,0.25439,0.02561,9.9333,2022-01-13 10:00:00,2022-01-13 11:00:00
NO3,0.24058,0.02422,9.9333,2022-01-13 11:00:00,2022-01-13 12:00:00
NO3,0.21267,0.02141,9.9333,2022-01-13 12:00:00,2022-01-13 13:00:00
NO3,0.18098,0.01822,9.9333,2022-01-13 13:00:00,2022-01-13 14:00:00
NO3,0.17562,0.01768,9.9333,2022-01-13 14:00:00,2022-01-13 15:00:00
NO3,0.18694,0.01882,9.9333,2022-01-13 15:00:00,2022-01-13 16:00:00
NO3,0.19529,0.01966,9.9333,2022-01-13 16:00:00,2022-01-13 17:00:00
NO3,0.19966,0.0201,9.9333,2022-01-13 17:00:00,2022-01-13 18:00:00
NO3,0.20393,0.02053,9.9333,2022-01-13 18:00:00,2022-01-13 19:00:00
NO3,0.19688,0.01982,9.9333,2022-01-13 19:00:00,2022-01-13 20:00:00
NO3,0.1794,0.01806,9.9333,2022-01-13 20:00:00,2022-01-13 21:00:00
